matchStatus,confidence,lineNumber,sourceStationCode,routeStopNameKo,selectedStationNumber,selectedStationNameKo,selectedStationCandidateId,candidateStationMatches,diagnostics,stopCandidateId
"name-based","medium","S1105","548","강동","0548","강동","candidate:kric:urban-rail-station:S1105:0548:row-32","candidate:kric:urban-rail-station:S1105:0548:row-32","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1105:39"
"name-based","medium","S1105","549","길동","0549","길동","candidate:kric:urban-rail-station:S1105:0549:row-168","candidate:kric:urban-rail-station:S1105:0549:row-168","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1105:40"
"name-based","medium","S1105","550","굽은다리(강동구민회관앞)","0550","굽은다리(강동구민회관앞)","candidate:kric:urban-rail-station:S1105:0550:row-151","candidate:kric:urban-rail-station:S1105:0550:row-151","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1105:41"
"name-based","medium","S1105","551","명일","0551","명일","candidate:kric:urban-rail-station:S1105:0551:row-375","candidate:kric:urban-rail-station:S1105:0551:row-375","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1105:42"
"name-based","medium","S1105","552","고덕","0552","고덕","candidate:kric:urban-rail-station:S1105:0552:row-75","candidate:kric:urban-rail-station:S1105:0552:row-75","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1105:43"
"name-based","medium","S1105","553","상일동","0553","상일동","candidate:kric:urban-rail-station:S1105:0553:row-528","candidate:kric:urban-rail-station:S1105:0553:row-528","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1105:44"
"name-based","medium","S1105","554","강일","0554","강일","candidate:kric:urban-rail-station:S1105:0554:row-37","candidate:kric:urban-rail-station:S1105:0554:row-37","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1105:45"
"name-based","medium","S1105","555","미사","0555","미사","candidate:kric:urban-rail-station:S1105:0555:row-400","candidate:kric:urban-rail-station:S1105:0555:row-400","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1105:46"
"name-based","medium","S1105","556","하남풍산","0556","하남풍산","candidate:kric:urban-rail-station:S1105:0556:row-1050","candidate:kric:urban-rail-station:S1105:0556:row-1050","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1105:47"
"name-based","medium","S1105","557","하남시청(덕풍∙신장)","0557","하남시청(덕풍∙신장)","candidate:kric:urban-rail-station:S1105:0557:row-1049","candidate:kric:urban-rail-station:S1105:0557:row-1049","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1105:48"
"name-based","medium","S1105","558","하남검단산","0558","하남검단산","candidate:kric:urban-rail-station:S1105:0558:row-1048","candidate:kric:urban-rail-station:S1105:0558:row-1048","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1105:49"
"exact","high","S1105","P549","둔촌동","P549","둔촌동","candidate:kric:urban-rail-station:S1105:P549:row-333","candidate:kric:urban-rail-station:S1105:P549:row-333","","candidate:kric:urban-rail-route-stop:S1105:50"
"exact","high","S1105","P550","올림픽공원(한국체대)","P550","올림픽공원(한국체대)","candidate:kric:urban-rail-station:S1105:P550:row-797","candidate:kric:urban-rail-station:S1105:P550:row-797","","candidate:kric:urban-rail-route-stop:S1105:51"
"exact","high","S1105","P551","방이","P551","방이","candidate:kric:urban-rail-station:S1105:P551:row-417","candidate:kric:urban-rail-station:S1105:P551:row-417","","candidate:kric:urban-rail-route-stop:S1105:52"
"exact","high","S1105","P552","오금","P552","오금","candidate:kric:urban-rail-station:S1105:P552:row-778","candidate:kric:urban-rail-station:S1105:P552:row-778","","candidate:kric:urban-rail-route-stop:S1105:53"
"exact","high","S1105","P553","개롱","P553","개롱","candidate:kric:urban-rail-station:S1105:P553:row-41","candidate:kric:urban-rail-station:S1105:P553:row-41","","candidate:kric:urban-rail-route-stop:S1105:54"
"exact","high","S1105","P554","거여","P554","거여","candidate:kric:urban-rail-station:S1105:P554:row-47","candidate:kric:urban-rail-station:S1105:P554:row-47","","candidate:kric:urban-rail-route-stop:S1105:55"
"exact","high","S1105","P555","마천","P555","마천","candidate:kric:urban-rail-station:S1105:P555:row-350","candidate:kric:urban-rail-station:S1105:P555:row-350","","candidate:kric:urban-rail-route-stop:S1105:56"
"name-based","medium","S1106","610","응암","0610","응암","candidate:kric:urban-rail-station:S1106:0610:row-856","candidate:kric:urban-rail-station:S1106:0610:row-856","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:1"
"name-based","medium","S1106","611","역촌","0611","역촌","candidate:kric:urban-rail-station:S1106:0611:row-757","candidate:kric:urban-rail-station:S1106:0611:row-757","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:2"
"name-based","medium","S1106","612","불광","0612","불광","candidate:kric:urban-rail-station:S1106:0612:row-485","candidate:kric:urban-rail-station:S1106:0612:row-485","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:3"
"name-based","medium","S1106","613","독바위","0613","독바위","candidate:kric:urban-rail-station:S1106:0613:row-290","candidate:kric:urban-rail-station:S1106:0613:row-290","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:4"
"name-based","medium","S1106","614","연신내","0614","연신내","candidate:kric:urban-rail-station:S1106:0614:row-762","candidate:kric:urban-rail-station:S1106:0614:row-762","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:5"
"name-based","medium","S1106","615","구산","0615","구산","candidate:kric:urban-rail-station:S1106:0615:row-133","candidate:kric:urban-rail-station:S1106:0615:row-133","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:6"
"name-based","medium","S1106","616","새절(신사)","0616","새절(신사)","candidate:kric:urban-rail-station:S1106:0616:row-532","candidate:kric:urban-rail-station:S1106:0616:row-532","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:7"
"name-based","medium","S1106","617","증산(명지대앞)","0617","증산(명지대앞)","candidate:kric:urban-rail-station:S1106:0617:row-960","candidate:kric:urban-rail-station:S1106:0617:row-960","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:8"
"name-based","medium","S1106","618","디지털미디어시티","0618","디지털미디어시티","candidate:kric:urban-rail-station:S1106:0618:row-337","candidate:kric:urban-rail-station:S1106:0618:row-337","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:9"
"name-based","medium","S1106","619","월드컵경기장(성산)","0619","월드컵경기장(성산)","candidate:kric:urban-rail-station:S1106:0619:row-841","candidate:kric:urban-rail-station:S1106:0619:row-841","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:10"
"name-based","medium","S1106","620","마포구청","0620","마포구청","candidate:kric:urban-rail-station:S1106:0620:row-352","candidate:kric:urban-rail-station:S1106:0620:row-352","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:11"
"name-based","medium","S1106","621","망원","0621","망원","candidate:kric:urban-rail-station:S1106:0621:row-361","candidate:kric:urban-rail-station:S1106:0621:row-361","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:12"
"name-based","medium","S1106","622","합정","0622","합정","candidate:kric:urban-rail-station:S1106:0622:row-1068","candidate:kric:urban-rail-station:S1106:0622:row-1068","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:13"
"name-based","medium","S1106","623","상수","0623","상수","candidate:kric:urban-rail-station:S1106:0623:row-524","candidate:kric:urban-rail-station:S1106:0623:row-524","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:14"
"name-based","medium","S1106","624","광흥창(서강)","0624","광흥창(서강)","candidate:kric:urban-rail-station:S1106:0624:row-115","candidate:kric:urban-rail-station:S1106:0624:row-115","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:15"
"name-based","medium","S1106","625","대흥(서강대앞)","0625","대흥(서강대앞)","candidate:kric:urban-rail-station:S1106:0625:row-269","candidate:kric:urban-rail-station:S1106:0625:row-269","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:16"
"name-based","medium","S1106","626","공덕","0626","공덕","candidate:kric:urban-rail-station:S1106:0626:row-93","candidate:kric:urban-rail-station:S1106:0626:row-93","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:17"
"name-based","medium","S1106","627","효창공원앞","0627","효창공원앞","candidate:kric:urban-rail-station:S1106:0627:row-1097","candidate:kric:urban-rail-station:S1106:0627:row-1097","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:18"
"name-based","medium","S1106","628","삼각지(전쟁기념관)","0628","삼각지(전쟁기념관)","candidate:kric:urban-rail-station:S1106:0628:row-506","candidate:kric:urban-rail-station:S1106:0628:row-506","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:19"
"name-based","medium","S1106","629","녹사평(용산구청)","0629","녹사평(용산구청)","candidate:kric:urban-rail-station:S1106:0629:row-215","candidate:kric:urban-rail-station:S1106:0629:row-215","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:20"
"name-based","medium","S1106","630","이태원","0630","이태원","candidate:kric:urban-rail-station:S1106:0630:row-869","candidate:kric:urban-rail-station:S1106:0630:row-869","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:21"
"name-based","medium","S1106","631","한강진","0631","한강진","candidate:kric:urban-rail-station:S1106:0631:row-1057","candidate:kric:urban-rail-station:S1106:0631:row-1057","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:22"
"name-based","medium","S1106","632","버티고개","0632","버티고개","candidate:kric:urban-rail-station:S1106:0632:row-428","candidate:kric:urban-rail-station:S1106:0632:row-428","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:23"
"name-based","medium","S1106","633","약수","0633","약수","candidate:kric:urban-rail-station:S1106:0633:row-729","candidate:kric:urban-rail-station:S1106:0633:row-729","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:24"
"name-based","medium","S1106","634","청구","0634","청구","candidate:kric:urban-rail-station:S1106:0634:row-986","candidate:kric:urban-rail-station:S1106:0634:row-986","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:25"
"name-based","medium","S1106","635","신당","0635","신당","candidate:kric:urban-rail-station:S1106:0635:row-664","candidate:kric:urban-rail-station:S1106:0635:row-664","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:26"
"name-based","medium","S1106","636","동묘앞","0636","동묘앞","candidate:kric:urban-rail-station:S1106:0636:row-314","candidate:kric:urban-rail-station:S1106:0636:row-314","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:27"
"name-based","medium","S1106","637","창신","0637","창신","candidate:kric:urban-rail-station:S1106:0637:row-977","candidate:kric:urban-rail-station:S1106:0637:row-977","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:28"
"name-based","medium","S1106","638","보문","0638","보문","candidate:kric:urban-rail-station:S1106:0638:row-446","candidate:kric:urban-rail-station:S1106:0638:row-446","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:29"
"name-based","medium","S1106","639","안암(고대병원앞)","0639","안암(고대병원앞)","candidate:kric:urban-rail-station:S1106:0639:row-716","candidate:kric:urban-rail-station:S1106:0639:row-716","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:30"
"name-based","medium","S1106","640","고려대(종암)","0640","고려대(종암)","candidate:kric:urban-rail-station:S1106:0640:row-76","candidate:kric:urban-rail-station:S1106:0640:row-76","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:31"
"name-based","medium","S1106","641","월곡(동덕여대)","0641","월곡(동덕여대)","candidate:kric:urban-rail-station:S1106:0641:row-837","candidate:kric:urban-rail-station:S1106:0641:row-837","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:32"
"name-based","medium","S1106","642","상월곡(한국과학기술연구원)","0642","상월곡(한국과학기술연구원)","candidate:kric:urban-rail-station:S1106:0642:row-526","candidate:kric:urban-rail-station:S1106:0642:row-526","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:33"
"name-based","medium","S1106","643","돌곶이","0643","돌곶이","candidate:kric:urban-rail-station:S1106:0643:row-294","candidate:kric:urban-rail-station:S1106:0643:row-294","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:34"
"name-based","medium","S1106","644","석계","0644","석계","candidate:kric:urban-rail-station:S1106:0644:row-564","candidate:kric:urban-rail-station:S1106:0644:row-564","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:35"
"name-based","medium","S1106","645","태릉입구","0645","태릉입구","candidate:kric:urban-rail-station:S1106:0645:row-1021","candidate:kric:urban-rail-station:S1106:0645:row-1021","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:36"
"name-based","medium","S1106","646","화랑대(서울여대입구)","0646","화랑대(서울여대입구)","candidate:kric:urban-rail-station:S1106:0646:row-1084","candidate:kric:urban-rail-station:S1106:0646:row-1084","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:37"
"name-based","medium","S1106","647","봉화산(서울의료원)","0647","봉화산(서울의료원)","candidate:kric:urban-rail-station:S1106:0647:row-456","candidate:kric:urban-rail-station:S1106:0647:row-456","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:38"
"name-based","medium","S1106","648","신내","0648","신내","candidate:kric:urban-rail-station:S1106:0648:row-658","candidate:kric:urban-rail-station:S1106:0648:row-658","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1106:39"
"name-based","medium","S1107","709","장암","0709","장암","candidate:kric:urban-rail-station:S1107:0709:row-906","candidate:kric:urban-rail-station:S1107:0709:row-906","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:1"
"name-based","medium","S1107","710","도봉산","0710","도봉산","candidate:kric:urban-rail-station:S1107:0710:row-284","candidate:kric:urban-rail-station:S1107:0710:row-284","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:2"
"name-based","medium","S1107","711","수락산","0711","수락산","candidate:kric:urban-rail-station:S1107:0711:row-617","candidate:kric:urban-rail-station:S1107:0711:row-617","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:3"
"name-based","medium","S1107","712","마들","0712","마들","candidate:kric:urban-rail-station:S1107:0712:row-345","candidate:kric:urban-rail-station:S1107:0712:row-345","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:4"
"name-based","medium","S1107","713","노원","0713","노원","candidate:kric:urban-rail-station:S1107:0713:row-210","candidate:kric:urban-rail-station:S1107:0713:row-210","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:5"
"name-based","medium","S1107","714","중계","0714","중계","candidate:kric:urban-rail-station:S1107:0714:row-944","candidate:kric:urban-rail-station:S1107:0714:row-944","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:6"
"name-based","medium","S1107","715","하계","0715","하계","candidate:kric:urban-rail-station:S1107:0715:row-1047","candidate:kric:urban-rail-station:S1107:0715:row-1047","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:7"
"name-based","medium","S1107","716","공릉(서울과학기술대)","0716","공릉(서울과학기술대)","candidate:kric:urban-rail-station:S1107:0716:row-96","candidate:kric:urban-rail-station:S1107:0716:row-96","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:8"
"name-based","medium","S1107","717","태릉입구","0717","태릉입구","candidate:kric:urban-rail-station:S1107:0717:row-1022","candidate:kric:urban-rail-station:S1107:0717:row-1022","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:9"
"name-based","medium","S1107","718","먹골","0718","먹골","candidate:kric:urban-rail-station:S1107:0718:row-369","candidate:kric:urban-rail-station:S1107:0718:row-369","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:10"
"name-based","medium","S1107","719","중화","0719","중화","candidate:kric:urban-rail-station:S1107:0719:row-957","candidate:kric:urban-rail-station:S1107:0719:row-957","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:11"
"name-based","medium","S1107","720","상봉","0720","상봉","candidate:kric:urban-rail-station:S1107:0720:row-522","candidate:kric:urban-rail-station:S1107:0720:row-522","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:12"
"name-based","medium","S1107","721","면목","0721","면목","candidate:kric:urban-rail-station:S1107:0721:row-370","candidate:kric:urban-rail-station:S1107:0721:row-370","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:13"
"name-based","medium","S1107","722","사가정","0722","사가정","candidate:kric:urban-rail-station:S1107:0722:row-488","candidate:kric:urban-rail-station:S1107:0722:row-488","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:14"
"name-based","medium","S1107","723","용마산","0723","용마산(용마폭포공원)","candidate:kric:urban-rail-station:S1107:0723:row-810","candidate:kric:urban-rail-station:S1107:0723:row-810","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:15"
"name-based","medium","S1107","724","중곡","0724","중곡","candidate:kric:urban-rail-station:S1107:0724:row-945","candidate:kric:urban-rail-station:S1107:0724:row-945","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:16"
"name-based","medium","S1107","725","군자(능동)","0725","군자(능동)","candidate:kric:urban-rail-station:S1107:0725:row-147","candidate:kric:urban-rail-station:S1107:0725:row-147","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:17"
"name-based","medium","S1107","726","어린이대공원(세종대)","0726","어린이대공원(세종대)","candidate:kric:urban-rail-station:S1107:0726:row-746","candidate:kric:urban-rail-station:S1107:0726:row-746","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:18"
"name-based","medium","S1107","727","건대입구","0727","건대입구","candidate:kric:urban-rail-station:S1107:0727:row-52","candidate:kric:urban-rail-station:S1107:0727:row-52","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:19"
"name-based","medium","S1107","728","자양(뚝섬한강공원)","0728","자양(뚝섬한강공원)","candidate:kric:urban-rail-station:S1107:0728:row-893","candidate:kric:urban-rail-station:S1107:0728:row-893","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:20"
"name-based","medium","S1107","729","청담","0729","청담","candidate:kric:urban-rail-station:S1107:0729:row-987","candidate:kric:urban-rail-station:S1107:0729:row-987","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:21"
"name-based","medium","S1107","730","강남구청","0730","강남구청","candidate:kric:urban-rail-station:S1107:0730:row-29","candidate:kric:urban-rail-station:S1107:0730:row-29","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:22"
"name-based","medium","S1107","731","학동","0731","학동","candidate:kric:urban-rail-station:S1107:0731:row-1053","candidate:kric:urban-rail-station:S1107:0731:row-1053","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:23"
"name-based","medium","S1107","732","논현","0732","논현","candidate:kric:urban-rail-station:S1107:0732:row-218","candidate:kric:urban-rail-station:S1107:0732:row-218","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:24"
"name-based","medium","S1107","733","반포","0733","반포","candidate:kric:urban-rail-station:S1107:0733:row-413","candidate:kric:urban-rail-station:S1107:0733:row-413","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:25"
"name-based","medium","S1107","734","고속터미널","0734","고속터미널","candidate:kric:urban-rail-station:S1107:0734:row-80","candidate:kric:urban-rail-station:S1107:0734:row-80","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:26"
"name-based","medium","S1107","735","내방","0735","내방","candidate:kric:urban-rail-station:S1107:0735:row-204","candidate:kric:urban-rail-station:S1107:0735:row-204","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:27"
"name-based","medium","S1107","736","이수","0736","이수","candidate:kric:urban-rail-station:S1107:0736:row-865","candidate:kric:urban-rail-station:S1107:0736:row-865","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:28"
"name-based","medium","S1107","737","남성","0737","남성","candidate:kric:urban-rail-station:S1107:0737:row-192","candidate:kric:urban-rail-station:S1107:0737:row-192","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:29"
"name-based","medium","S1107","738","숭실대입구(살피재)","0738","숭실대입구(살피재)","candidate:kric:urban-rail-station:S1107:0738:row-640","candidate:kric:urban-rail-station:S1107:0738:row-640","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:30"
"name-based","medium","S1107","739","상도","0739","상도","candidate:kric:urban-rail-station:S1107:0739:row-517","candidate:kric:urban-rail-station:S1107:0739:row-517","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:31"
"name-based","medium","S1107","740","장승배기","0740","장승배기","candidate:kric:urban-rail-station:S1107:0740:row-904","candidate:kric:urban-rail-station:S1107:0740:row-904","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:32"
"name-based","medium","S1107","741","신대방삼거리","0741","신대방삼거리","candidate:kric:urban-rail-station:S1107:0741:row-666","candidate:kric:urban-rail-station:S1107:0741:row-666","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:33"
"name-based","medium","S1107","742","보라매","0742","보라매","candidate:kric:urban-rail-station:S1107:0742:row-442","candidate:kric:urban-rail-station:S1107:0742:row-442","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:34"
"name-based","medium","S1107","743","신풍","0743","신풍","candidate:kric:urban-rail-station:S1107:0743:row-696","candidate:kric:urban-rail-station:S1107:0743:row-696","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:35"
"name-based","medium","S1107","744","대림(구로구청)","0744","대림(구로구청)","candidate:kric:urban-rail-station:S1107:0744:row-251","candidate:kric:urban-rail-station:S1107:0744:row-251","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:36"
"name-based","medium","S1107","745","남구로","0745","남구로","candidate:kric:urban-rail-station:S1107:0745:row-185","candidate:kric:urban-rail-station:S1107:0745:row-185","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:37"
"name-based","medium","S1107","746","가산디지털단지","0746","가산디지털단지","candidate:kric:urban-rail-station:S1107:0746:row-7","candidate:kric:urban-rail-station:S1107:0746:row-7","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:38"
"name-based","medium","S1107","747","철산","0747","철산","candidate:kric:urban-rail-station:S1107:0747:row-983","candidate:kric:urban-rail-station:S1107:0747:row-983","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:39"
"name-based","medium","S1107","748","광명사거리","0748","광명사거리","candidate:kric:urban-rail-station:S1107:0748:row-108","candidate:kric:urban-rail-station:S1107:0748:row-108","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:40"
"name-based","medium","S1107","749","천왕","0749","천왕","candidate:kric:urban-rail-station:S1107:0749:row-980","candidate:kric:urban-rail-station:S1107:0749:row-980","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:41"
"name-based","medium","S1107","750","온수(성공회대입구)","0750","온수(성공회대입구)","candidate:kric:urban-rail-station:S1107:0750:row-794","candidate:kric:urban-rail-station:S1107:0750:row-794","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1107:42"
"name-based","medium","S1108","809","암사역사공원","0809","암사역사공원","candidate:kric:urban-rail-station:S1108:0809:row-721","candidate:kric:urban-rail-station:S1108:0809:row-721","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1108:1"
"name-based","medium","S1108","810","암사","0810","암사","candidate:kric:urban-rail-station:S1108:0810:row-720","candidate:kric:urban-rail-station:S1108:0810:row-720","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1108:2"
"name-based","medium","S1108","811","천호(풍납토성)","0811","천호(풍납토성)","candidate:kric:urban-rail-station:S1108:0811:row-982","candidate:kric:urban-rail-station:S1108:0811:row-982","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1108:3"
"name-based","medium","S1108","812","강동구청","0812","강동구청","candidate:kric:urban-rail-station:S1108:0812:row-33","candidate:kric:urban-rail-station:S1108:0812:row-33","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1108:4"
"name-based","medium","S1108","813","몽촌토성(평화의문)","0813","몽촌토성(평화의문)","candidate:kric:urban-rail-station:S1108:0813:row-386","candidate:kric:urban-rail-station:S1108:0813:row-386","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1108:5"
"name-based","medium","S1108","814","잠실(송파구청)","0814","잠실(송파구청)","candidate:kric:urban-rail-station:S1108:0814:row-896","candidate:kric:urban-rail-station:S1108:0814:row-896","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1108:6"
"name-based","medium","S1108","815","석촌","0815","석촌","candidate:kric:urban-rail-station:S1108:0815:row-571","candidate:kric:urban-rail-station:S1108:0815:row-571","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1108:7"
"name-based","medium","S1108","816","송파","0816","송파","candidate:kric:urban-rail-station:S1108:0816:row-613","candidate:kric:urban-rail-station:S1108:0816:row-613","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1108:8"
"name-based","medium","S1108","817","가락시장","0817","가락시장","candidate:kric:urban-rail-station:S1108:0817:row-5","candidate:kric:urban-rail-station:S1108:0817:row-5","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1108:9"
"name-based","medium","S1108","818","문정","0818","문정","candidate:kric:urban-rail-station:S1108:0818:row-391","candidate:kric:urban-rail-station:S1108:0818:row-391","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1108:10"
"name-based","medium","S1108","819","장지","0819","장지","candidate:kric:urban-rail-station:S1108:0819:row-909","candidate:kric:urban-rail-station:S1108:0819:row-909","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1108:11"
"name-based","medium","S1108","820","복정","0820","복정","candidate:kric:urban-rail-station:S1108:0820:row-451","candidate:kric:urban-rail-station:S1108:0820:row-451","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1108:12"
"name-based","medium","S1108","821","남위례","0821","남위례","candidate:kric:urban-rail-station:S1108:0821:row-195","candidate:kric:urban-rail-station:S1108:0821:row-195","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1108:13"
"name-based","medium","S1108","822","산성","0822","산성","candidate:kric:urban-rail-station:S1108:0822:row-503","candidate:kric:urban-rail-station:S1108:0822:row-503","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1108:14"
"name-based","medium","S1108","823","남한산성입구(성남법원·검찰청)","0823","남한산성입구(성남법원·검찰청)","candidate:kric:urban-rail-station:S1108:0823:row-201","candidate:kric:urban-rail-station:S1108:0823:row-201","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1108:15"
"name-based","medium","S1108","824","단대오거리","0824","단대오거리","candidate:kric:urban-rail-station:S1108:0824:row-229","candidate:kric:urban-rail-station:S1108:0824:row-229","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1108:16"
"name-based","medium","S1108","825","신흥","0825","신흥","candidate:kric:urban-rail-station:S1108:0825:row-700","candidate:kric:urban-rail-station:S1108:0825:row-700","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1108:17"
"name-based","medium","S1108","826","수진","0826","수진","candidate:kric:urban-rail-station:S1108:0826:row-637","candidate:kric:urban-rail-station:S1108:0826:row-637","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1108:18"
"name-based","medium","S1108","827","모란","0827","모란","candidate:kric:urban-rail-station:S1108:0827:row-381","candidate:kric:urban-rail-station:S1108:0827:row-381","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1108:19"
"name-based","medium","S1121","211-1","용답","2111","용답","candidate:kric:urban-rail-station:S1121:2111:row-808","candidate:kric:urban-rail-station:S1121:2111:row-808","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:S1121:1"
