matchStatus,confidence,lineNumber,sourceStationCode,routeStopNameKo,selectedStationNumber,selectedStationNameKo,selectedStationCandidateId,candidateStationMatches,diagnostics,stopCandidateId
"exact","high","I28A1","A01","서울","A01","서울","candidate:kric:urban-rail-station:I28A1:A01:row-556","candidate:kric:urban-rail-station:I28A1:A01:row-556","","candidate:kric:urban-rail-route-stop:I28A1:1"
"exact","high","I28A1","A02","공덕","A02","공덕","candidate:kric:urban-rail-station:I28A1:A02:row-94","candidate:kric:urban-rail-station:I28A1:A02:row-94","","candidate:kric:urban-rail-route-stop:I28A1:2"
"exact","high","I28A1","A03","홍대입구","A03","홍대입구","candidate:kric:urban-rail-station:I28A1:A03:row-1079","candidate:kric:urban-rail-station:I28A1:A03:row-1079","","candidate:kric:urban-rail-route-stop:I28A1:3"
"exact","high","I28A1","A04","디지털미디어시티","A04","디지털미디어시티","candidate:kric:urban-rail-station:I28A1:A04:row-338","candidate:kric:urban-rail-station:I28A1:A04:row-338","","candidate:kric:urban-rail-route-stop:I28A1:4"
"exact","high","I28A1","A042","마곡나루","A042","마곡나루","candidate:kric:urban-rail-station:I28A1:A042:row-343","candidate:kric:urban-rail-station:I28A1:A042:row-343","","candidate:kric:urban-rail-route-stop:I28A1:5"
"exact","high","I28A1","A05","김포공항","A05","김포공항","candidate:kric:urban-rail-station:I28A1:A05:row-175","candidate:kric:urban-rail-station:I28A1:A05:row-175","","candidate:kric:urban-rail-route-stop:I28A1:6"
"exact","high","I28A1","A06","계양","A06","계양","candidate:kric:urban-rail-station:I28A1:A06:row-73","candidate:kric:urban-rail-station:I28A1:A06:row-73","","candidate:kric:urban-rail-route-stop:I28A1:7"
"exact","high","I28A1","A07","검암","A07","검암","candidate:kric:urban-rail-station:I28A1:A07:row-59","candidate:kric:urban-rail-station:I28A1:A07:row-59","","candidate:kric:urban-rail-route-stop:I28A1:8"
"exact","high","I28A1","A071","청라국제도시","A071","청라국제도시","candidate:kric:urban-rail-station:I28A1:A071:row-988","candidate:kric:urban-rail-station:I28A1:A071:row-988","","candidate:kric:urban-rail-route-stop:I28A1:9"
"exact","high","I28A1","A072","영종","A072","영종","candidate:kric:urban-rail-station:I28A1:A072:row-774","candidate:kric:urban-rail-station:I28A1:A072:row-774","","candidate:kric:urban-rail-route-stop:I28A1:10"
"exact","high","I28A1","A08","운서","A08","운서","candidate:kric:urban-rail-station:I28A1:A08:row-821","candidate:kric:urban-rail-station:I28A1:A08:row-821","","candidate:kric:urban-rail-route-stop:I28A1:11"
"exact","high","I28A1","A09","공항화물청사","A09","공항화물청사","candidate:kric:urban-rail-station:I28A1:A09:row-100","candidate:kric:urban-rail-station:I28A1:A09:row-100","","candidate:kric:urban-rail-route-stop:I28A1:12"
"exact","high","I28A1","A10","인천공항1터미널","A10","인천공항1터미널","candidate:kric:urban-rail-station:I28A1:A10:row-875","candidate:kric:urban-rail-station:I28A1:A10:row-875","","candidate:kric:urban-rail-route-stop:I28A1:13"
"exact","high","I28A1","A11","인천공항2터미널","A11","인천공항2터미널","candidate:kric:urban-rail-station:I28A1:A11:row-877","candidate:kric:urban-rail-station:I28A1:A11:row-877","","candidate:kric:urban-rail-route-stop:I28A1:14"
"code-only","medium","S2901","0100","녹동","0100","동매","candidate:kric:urban-rail-station:S2601:0100:row-312","candidate:kric:urban-rail-station:S2601:0100:row-312","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:S2901:1"
"code-only","low","S2901","0101","소태","","","","candidate:kric:urban-rail-station:S2601:0101:row-694 | candidate:kric:urban-rail-station:S3001:0101:row-1033","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:S2901:2"
"code-only","low","S2901","0102","학동증심사입구","","","","candidate:kric:urban-rail-station:S3001:0102:row-699 | candidate:kric:urban-rail-station:S2601:0102:row-1051","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:S2901:3"
"code-only","low","S2901","0103","남광주","","","","candidate:kric:urban-rail-station:S2601:0103:row-236 | candidate:kric:urban-rail-station:S3001:0103:row-249","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:S2901:4"
"code-only","low","S2901","0104","문화전당","","","","candidate:kric:urban-rail-station:S3001:0104:row-264 | candidate:kric:urban-rail-station:S2601:0104:row-500","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:S2901:5"
"code-only","low","S2901","0105","금남로4가","","","","candidate:kric:urban-rail-station:S2601:0105:row-117 | candidate:kric:urban-rail-station:S3001:0105:row-955","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:S2901:6"
"code-only","low","S2901","0106","금남로5가","","","","candidate:kric:urban-rail-station:S2601:0106:row-267 | candidate:kric:urban-rail-station:S3001:0106:row-946","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:S2901:7"
"code-only","low","S2901","0107","양동시장","","","","candidate:kric:urban-rail-station:S2601:0107:row-539 | candidate:kric:urban-rail-station:S3001:0107:row-540","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:S2901:8"
"code-only","low","S2901","0108","돌고개","","","","candidate:kric:urban-rail-station:S2601:0108:row-304 | candidate:kric:urban-rail-station:S3001:0108:row-780","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:S2901:9"
"code-only","low","S2901","0109","농성","","","","candidate:kric:urban-rail-station:S3001:0109:row-811 | candidate:kric:urban-rail-station:S2601:0109:row-1027","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:S2901:10"
"code-only","low","S2901","0110","화정","","","","candidate:kric:urban-rail-station:S2601:0110:row-892 | candidate:kric:urban-rail-station:S3001:0110:row-1017","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:S2901:11"
"code-only","low","S2901","0111","쌍촌","","","","candidate:kric:urban-rail-station:S2601:0111:row-200 | candidate:kric:urban-rail-station:S3001:0111:row-645","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:S2901:12"
"code-only","low","S2901","0112","운천","","","","candidate:kric:urban-rail-station:S3001:0112:row-918 | candidate:kric:urban-rail-station:S2601:0112:row-951","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:S2901:13"
"code-only","low","S2901","0113","상무","","","","candidate:kric:urban-rail-station:S3001:0113:row-21 | candidate:kric:urban-rail-station:S2601:0113:row-460","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:S2901:14"
"code-only","low","S2901","0114","김대중컨벤션센터","","","","candidate:kric:urban-rail-station:S3001:0114:row-845 | candidate:kric:urban-rail-station:S2601:0114:row-999","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:S2901:15"
"code-only","low","S2901","0115","공항","","","","candidate:kric:urban-rail-station:S3001:0115:row-26 | candidate:kric:urban-rail-station:S2601:0115:row-464 | candidate:kric:urban-rail-station:S2701:0115:row-582","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:S2901:16"
"code-only","low","S2901","0116","송정공원","","","","candidate:kric:urban-rail-station:S3001:0116:row-847 | candidate:kric:urban-rail-station:S2601:0116:row-934 | candidate:kric:urban-rail-station:S2701:0116:row-1087","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:S2901:17"
"code-only","low","S2901","0117","광주송정역","","","","candidate:kric:urban-rail-station:S3001:0117:row-136 | candidate:kric:urban-rail-station:S2701:0117:row-243 | candidate:kric:urban-rail-station:S2601:0117:row-435","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:S2901:18"
"code-only","low","S2901","0118","도산","","","","candidate:kric:urban-rail-station:S2601:0118:row-431 | candidate:kric:urban-rail-station:S2701:0118:row-974 | candidate:kric:urban-rail-station:S3001:0118:row-1074","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:S2901:19"
"code-only","low","S2901","0119","평동","","","","candidate:kric:urban-rail-station:S2601:0119:row-543 | candidate:kric:urban-rail-station:S3001:0119:row-840 | candidate:kric:urban-rail-station:S2701:0119:row-843","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:S2901:20"
"code-only","medium","L41G1","100","양촌역","100","녹동","candidate:kric:urban-rail-station:S2901:100:row-213","candidate:kric:urban-rail-station:S2901:100:row-213","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:L41G1:1"
"code-only","low","L41G1","101","구래역","","","","candidate:kric:urban-rail-station:S2901:101:row-602 | candidate:kric:urban-rail-station:S28M1:101:row-876","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:L41G1:2"
"code-only","low","L41G1","102","마산역","","","","candidate:kric:urban-rail-station:S28M1:102:row-901 | candidate:kric:urban-rail-station:S2901:102:row-1054","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:L41G1:3"
"code-only","low","L41G1","103","장기역","","","","candidate:kric:urban-rail-station:S2901:103:row-184 | candidate:kric:urban-rail-station:S28M1:103:row-1066","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:L41G1:4"
"code-only","low","L41G1","104","운양역","","","","candidate:kric:urban-rail-station:S2901:104:row-394 | candidate:kric:urban-rail-station:S28M1:104:row-1029","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:L41G1:5"
"code-only","low","L41G1","105","걸포북변역","","","","candidate:kric:urban-rail-station:S2901:105:row-155 | candidate:kric:urban-rail-station:S28M1:105:row-827","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:L41G1:6"
"code-only","low","L41G1","106","사우역","","","","candidate:kric:urban-rail-station:S2901:106:row-156 | candidate:kric:urban-rail-station:S28M1:106:row-816","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:L41G1:7"
"code-only","medium","L41G1","107","풍무역","107","양동시장","candidate:kric:urban-rail-station:S2901:107:row-730","candidate:kric:urban-rail-station:S2901:107:row-730","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:L41G1:8"
"code-only","medium","L41G1","108","고촌역","108","돌고개","candidate:kric:urban-rail-station:S2901:108:row-293","candidate:kric:urban-rail-station:S2901:108:row-293","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:L41G1:9"
"code-only","medium","L41G1","109","김포공항역","109","농성","candidate:kric:urban-rail-station:S2901:109:row-220","candidate:kric:urban-rail-station:S2901:109:row-220","station-code-found-on-different-line","candidate:kric:urban-rail-route-stop:L41G1:10"
"exact","high","L11SL","S401","샛강","S401","샛강","candidate:kric:urban-rail-station:L11SL:S401:row-534","candidate:kric:urban-rail-station:L11SL:S401:row-534","","candidate:kric:urban-rail-route-stop:L11SL:1"
"exact","high","L11SL","S402","대방","S402","대방","candidate:kric:urban-rail-station:L11SL:S402:row-255","candidate:kric:urban-rail-station:L11SL:S402:row-255","","candidate:kric:urban-rail-route-stop:L11SL:2"
"exact","high","L11SL","S403","서울지방병무청","S403","서울지방병무청","candidate:kric:urban-rail-station:L11SL:S403:row-558","candidate:kric:urban-rail-station:L11SL:S403:row-558","","candidate:kric:urban-rail-route-stop:L11SL:3"
"exact","high","L11SL","S404","보라매","S404","보라매","candidate:kric:urban-rail-station:L11SL:S404:row-443","candidate:kric:urban-rail-station:L11SL:S404:row-443","","candidate:kric:urban-rail-route-stop:L11SL:4"
"exact","high","L11SL","S405","보라매공원","S405","보라매공원","candidate:kric:urban-rail-station:L11SL:S405:row-444","candidate:kric:urban-rail-station:L11SL:S405:row-444","","candidate:kric:urban-rail-route-stop:L11SL:5"
"exact","high","L11SL","S406","보라매병원","S406","보라매병원","candidate:kric:urban-rail-station:L11SL:S406:row-445","candidate:kric:urban-rail-station:L11SL:S406:row-445","","candidate:kric:urban-rail-route-stop:L11SL:6"
"exact","high","L11SL","S407","당곡","S407","당곡","candidate:kric:urban-rail-station:L11SL:S407:row-235","candidate:kric:urban-rail-station:L11SL:S407:row-235","","candidate:kric:urban-rail-route-stop:L11SL:7"
"exact","high","L11SL","S408","신림","S408","신림","candidate:kric:urban-rail-station:L11SL:S408:row-671","candidate:kric:urban-rail-station:L11SL:S408:row-671","","candidate:kric:urban-rail-route-stop:L11SL:8"
"exact","high","L11SL","S409","서원","S409","서원","candidate:kric:urban-rail-station:L11SL:S409:row-559","candidate:kric:urban-rail-station:L11SL:S409:row-559","","candidate:kric:urban-rail-route-stop:L11SL:9"
"exact","high","L11SL","S410","서울대벤처타운","S410","서울대벤처타운","candidate:kric:urban-rail-station:L11SL:S410:row-551","candidate:kric:urban-rail-station:L11SL:S410:row-551","","candidate:kric:urban-rail-route-stop:L11SL:10"
"exact","high","L11SL","S411","관악산","S411","관악산","candidate:kric:urban-rail-station:L11SL:S411:row-103","candidate:kric:urban-rail-station:L11SL:S411:row-103","","candidate:kric:urban-rail-route-stop:L11SL:11"
"name-based","medium","I4104","405","진접","0405","진접역","candidate:kric:urban-rail-station:I4104:0405:row-973","candidate:kric:urban-rail-station:I4104:0405:row-973","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:I4104:1"
"name-based","medium","I4104","406","오남","0406","오남역","candidate:kric:urban-rail-station:I4104:0406:row-779","candidate:kric:urban-rail-station:I4104:0406:row-779","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:I4104:2"
"name-based","medium","I4104","408","별내별가람","0408","별내별가람역","candidate:kric:urban-rail-station:I4104:0408:row-440","candidate:kric:urban-rail-station:I4104:0408:row-440","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:I4104:3"
"exact","medium","S4108","805","다산","805","다산역","candidate:kric:urban-rail-station:S4108:805:row-228","candidate:kric:urban-rail-station:S4108:805:row-228","exact-code-name-mismatch","candidate:kric:urban-rail-route-stop:S4108:1"
"exact","medium","S4108","804","별내","804","별내역","candidate:kric:urban-rail-station:S4108:804:row-438","candidate:kric:urban-rail-station:S4108:804:row-438","exact-code-name-mismatch","candidate:kric:urban-rail-route-stop:S4108:2"
"name-based","medium","I11D1","D04","신사","D004","신사","candidate:kric:urban-rail-station:I11D1:D004:row-677","candidate:kric:urban-rail-station:I11D1:D004:row-677","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:I11D1:1"
"name-based","medium","I11D1","D05","논현","D005","논현","candidate:kric:urban-rail-station:I11D1:D005:row-219","candidate:kric:urban-rail-station:I11D1:D005:row-219","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:I11D1:2"
"name-based","medium","I11D1","D06","신논현","D006","신논현","candidate:kric:urban-rail-station:I11D1:D006:row-661","candidate:kric:urban-rail-station:I11D1:D006:row-661","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:I11D1:3"
"name-based","medium","I11D1","D07","강남","D007","강남","candidate:kric:urban-rail-station:I11D1:D007:row-28","candidate:kric:urban-rail-station:I11D1:D007:row-28","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:I11D1:4"
"name-based","medium","I11D1","D08","양재","D008","양재(서초구청)","candidate:kric:urban-rail-station:I11D1:D008:row-735","candidate:kric:urban-rail-station:I11D1:D008:row-735","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:I11D1:5"
"name-based","medium","I11D1","D09","양재시민의숲","D009","양재시민의숲(매헌)","candidate:kric:urban-rail-station:I11D1:D009:row-736","candidate:kric:urban-rail-station:I11D1:D009:row-736","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:I11D1:6"
"name-based","medium","I11D1","D10","청계산입구","D010","청계산입구","candidate:kric:urban-rail-station:I11D1:D010:row-984","candidate:kric:urban-rail-station:I11D1:D010:row-984","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:I11D1:7"
"name-based","medium","I11D1","D11","판교","D011","판교","candidate:kric:urban-rail-station:I11D1:D011:row-1031","candidate:kric:urban-rail-station:I11D1:D011:row-1031","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:I11D1:8"
"name-based","medium","I11D1","D12","정자","D012","정자","candidate:kric:urban-rail-station:I11D1:D012:row-921","candidate:kric:urban-rail-station:I11D1:D012:row-921","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:I11D1:9"
"name-based","medium","I11D1","D13","미금","D013","미금","candidate:kric:urban-rail-station:I11D1:D013:row-396","candidate:kric:urban-rail-station:I11D1:D013:row-396","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:I11D1:10"
"name-based","medium","I11D1","D14","동천","D014","동천","candidate:kric:urban-rail-station:I11D1:D014:row-326","candidate:kric:urban-rail-station:I11D1:D014:row-326","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:I11D1:11"
"name-based","medium","I11D1","D15","수지구청","D015","수지구청","candidate:kric:urban-rail-station:I11D1:D015:row-636","candidate:kric:urban-rail-station:I11D1:D015:row-636","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:I11D1:12"
"name-based","medium","I11D1","D16","성복","D016","성복","candidate:kric:urban-rail-station:I11D1:D016:row-585","candidate:kric:urban-rail-station:I11D1:D016:row-585","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:I11D1:13"
"name-based","medium","I11D1","D17","상현","D017","상현","candidate:kric:urban-rail-station:I11D1:D017:row-530","candidate:kric:urban-rail-station:I11D1:D017:row-530","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:I11D1:14"
"name-based","medium","I11D1","D18","광교중앙","D018","광교중앙(아주대)","candidate:kric:urban-rail-station:I11D1:D018:row-105","candidate:kric:urban-rail-station:I11D1:D018:row-105","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:I11D1:15"
"name-based","medium","I11D1","D19","광교","D019","광교(경기대)","candidate:kric:urban-rail-station:I11D1:D019:row-104","candidate:kric:urban-rail-station:I11D1:D019:row-104","matched-by-normalized-name","candidate:kric:urban-rail-route-stop:I11D1:16"
"exact","high","S2701","0115","설화명곡","0115","설화명곡","candidate:kric:urban-rail-station:S2701:0115:row-582","candidate:kric:urban-rail-station:S2701:0115:row-582","","candidate:kric:urban-rail-route-stop:S2701:1"
"exact","high","S2701","0116","화원","0116","화원","candidate:kric:urban-rail-station:S2701:0116:row-1087","candidate:kric:urban-rail-station:S2701:0116:row-1087","","candidate:kric:urban-rail-route-stop:S2701:2"
"exact","medium","S2701","0117","대곡","0117","대곡(정부대구청사)","candidate:kric:urban-rail-station:S2701:0117:row-243","candidate:kric:urban-rail-station:S2701:0117:row-243","exact-code-name-mismatch","candidate:kric:urban-rail-route-stop:S2701:3"
"exact","high","S2701","0118","진천","0118","진천","candidate:kric:urban-rail-station:S2701:0118:row-974","candidate:kric:urban-rail-station:S2701:0118:row-974","","candidate:kric:urban-rail-route-stop:S2701:4"
"exact","high","S2701","0119","월배","0119","월배","candidate:kric:urban-rail-station:S2701:0119:row-843","candidate:kric:urban-rail-station:S2701:0119:row-843","","candidate:kric:urban-rail-route-stop:S2701:5"
"exact","high","S2701","0120","상인","0120","상인","candidate:kric:urban-rail-station:S2701:0120:row-527","candidate:kric:urban-rail-station:S2701:0120:row-527","","candidate:kric:urban-rail-route-stop:S2701:6"
"exact","high","S2701","0121","월촌","0121","월촌","candidate:kric:urban-rail-station:S2701:0121:row-844","candidate:kric:urban-rail-station:S2701:0121:row-844","","candidate:kric:urban-rail-route-stop:S2701:7"
"exact","high","S2701","0122","송현","0122","송현","candidate:kric:urban-rail-station:S2701:0122:row-615","candidate:kric:urban-rail-station:S2701:0122:row-615","","candidate:kric:urban-rail-route-stop:S2701:8"
"exact","medium","S2701","0123","성당못","0123","서부정류장(관문시장)","candidate:kric:urban-rail-station:S2701:0123:row-548","candidate:kric:urban-rail-station:S2701:0123:row-548","exact-code-name-mismatch","candidate:kric:urban-rail-route-stop:S2701:9"
"exact","high","S2701","0124","대명","0124","대명","candidate:kric:urban-rail-station:S2701:0124:row-252","candidate:kric:urban-rail-station:S2701:0124:row-252","","candidate:kric:urban-rail-route-stop:S2701:10"
"exact","high","S2701","0125","안지랑","0125","안지랑","candidate:kric:urban-rail-station:S2701:0125:row-718","candidate:kric:urban-rail-station:S2701:0125:row-718","","candidate:kric:urban-rail-route-stop:S2701:11"
"exact","high","S2701","0126","현충로","0126","현충로","candidate:kric:urban-rail-station:S2701:0126:row-1073","candidate:kric:urban-rail-station:S2701:0126:row-1073","","candidate:kric:urban-rail-route-stop:S2701:12"
"exact","high","S2701","0127","영대병원","0127","영대병원","candidate:kric:urban-rail-station:S2701:0127:row-768","candidate:kric:urban-rail-station:S2701:0127:row-768","","candidate:kric:urban-rail-route-stop:S2701:13"
"exact","high","S2701","0128","교대","0128","교대","candidate:kric:urban-rail-station:S2701:0128:row-119","candidate:kric:urban-rail-station:S2701:0128:row-119","","candidate:kric:urban-rail-route-stop:S2701:14"
"exact","medium","S2701","0129","명덕","0129","명덕(2.28민주운동기념회관)","candidate:kric:urban-rail-station:S2701:0129:row-371","candidate:kric:urban-rail-station:S2701:0129:row-371","exact-code-name-mismatch","candidate:kric:urban-rail-route-stop:S2701:15"
"exact","high","S2701","0130","반월당","0130","반월당","candidate:kric:urban-rail-station:S2701:0130:row-411","candidate:kric:urban-rail-station:S2701:0130:row-411","","candidate:kric:urban-rail-route-stop:S2701:16"
"exact","high","S2701","0131","중앙로","0131","중앙로","candidate:kric:urban-rail-station:S2701:0131:row-954","candidate:kric:urban-rail-station:S2701:0131:row-954","","candidate:kric:urban-rail-route-stop:S2701:17"
"exact","medium","S2701","0132","대구","0132","대구역","candidate:kric:urban-rail-station:S2701:0132:row-245","candidate:kric:urban-rail-station:S2701:0132:row-245","exact-code-name-mismatch","candidate:kric:urban-rail-route-stop:S2701:18"
"exact","high","S2701","0133","칠성시장","0133","칠성시장","candidate:kric:urban-rail-station:S2701:0133:row-1015","candidate:kric:urban-rail-station:S2701:0133:row-1015","","candidate:kric:urban-rail-route-stop:S2701:19"
"exact","medium","S2701","0134","신천","0134","신천(경북대입구)","candidate:kric:urban-rail-station:S2701:0134:row-691","candidate:kric:urban-rail-station:S2701:0134:row-691","exact-code-name-mismatch","candidate:kric:urban-rail-route-stop:S2701:20"
"exact","medium","S2701","0135","동대구","0135","동대구역","candidate:kric:urban-rail-station:S2701:0135:row-297","candidate:kric:urban-rail-station:S2701:0135:row-297","exact-code-name-mismatch","candidate:kric:urban-rail-route-stop:S2701:21"
"exact","medium","S2701","0136","동구청","0136","동구청(큰고개)","candidate:kric:urban-rail-station:S2701:0136:row-296","candidate:kric:urban-rail-station:S2701:0136:row-296","exact-code-name-mismatch","candidate:kric:urban-rail-route-stop:S2701:22"
"exact","medium","S2701","0137","아양교","0137","아양교(대구국제공항입구)","candidate:kric:urban-rail-station:S2701:0137:row-708","candidate:kric:urban-rail-station:S2701:0137:row-708","exact-code-name-mismatch","candidate:kric:urban-rail-route-stop:S2701:23"
"exact","medium","S2701","0138","동촌","0138","동촌(동촌유원지)","candidate:kric:urban-rail-station:S2701:0138:row-327","candidate:kric:urban-rail-station:S2701:0138:row-327","exact-code-name-mismatch","candidate:kric:urban-rail-route-stop:S2701:24"
"exact","high","S2701","0139","해안","0139","해안","candidate:kric:urban-rail-station:S2701:0139:row-1069","candidate:kric:urban-rail-station:S2701:0139:row-1069","","candidate:kric:urban-rail-route-stop:S2701:25"
"exact","high","S2701","0140","방촌","0140","방촌","candidate:kric:urban-rail-station:S2701:0140:row-418","candidate:kric:urban-rail-station:S2701:0140:row-418","","candidate:kric:urban-rail-route-stop:S2701:26"
"exact","high","S2701","0141","용계","0141","용계","candidate:kric:urban-rail-station:S2701:0141:row-807","candidate:kric:urban-rail-station:S2701:0141:row-807","","candidate:kric:urban-rail-route-stop:S2701:27"
"exact","high","S2701","0142","율하","0142","율하","candidate:kric:urban-rail-station:S2701:0142:row-849","candidate:kric:urban-rail-station:S2701:0142:row-849","","candidate:kric:urban-rail-route-stop:S2701:28"
"exact","high","S2701","0143","신기","0143","신기","candidate:kric:urban-rail-station:S2701:0143:row-655","candidate:kric:urban-rail-station:S2701:0143:row-655","","candidate:kric:urban-rail-route-stop:S2701:29"
"exact","high","S2701","0144","반야월","0144","반야월","candidate:kric:urban-rail-station:S2701:0144:row-408","candidate:kric:urban-rail-station:S2701:0144:row-408","","candidate:kric:urban-rail-route-stop:S2701:30"
"exact","high","S2701","0145","각산","0145","각산","candidate:kric:urban-rail-station:S2701:0145:row-18","candidate:kric:urban-rail-station:S2701:0145:row-18","","candidate:kric:urban-rail-route-stop:S2701:31"
"exact","medium","S2701","0146","안심","0146","안심(혁신도시·첨복단지)","candidate:kric:urban-rail-station:S2701:0146:row-715","candidate:kric:urban-rail-station:S2701:0146:row-715","exact-code-name-mismatch","candidate:kric:urban-rail-route-stop:S2701:32"
"exact","high","S2701","0147","대구한의대병원","0147","대구한의대병원","candidate:kric:urban-rail-station:S2701:0147:row-248","candidate:kric:urban-rail-station:S2701:0147:row-248","","candidate:kric:urban-rail-route-stop:S2701:33"
"exact","high","S2701","0148","부호(경일대·호산대)","0148","부호(경일대·호산대)","candidate:kric:urban-rail-station:S2701:0148:row-479","candidate:kric:urban-rail-station:S2701:0148:row-479","","candidate:kric:urban-rail-route-stop:S2701:34"
"exact","high","S2701","0149","하양(대구가톨릭대)","0149","하양(대구가톨릭대)","candidate:kric:urban-rail-station:S2701:0149:row-1052","candidate:kric:urban-rail-station:S2701:0149:row-1052","","candidate:kric:urban-rail-route-stop:S2701:35"
"exact","high","S2702","0216","문양","0216","문양","candidate:kric:urban-rail-station:S2702:0216:row-390","candidate:kric:urban-rail-station:S2702:0216:row-390","","candidate:kric:urban-rail-route-stop:S2702:1"
"exact","high","S2702","0217","다사","0217","다사","candidate:kric:urban-rail-station:S2702:0217:row-227","candidate:kric:urban-rail-station:S2702:0217:row-227","","candidate:kric:urban-rail-route-stop:S2702:2"
"exact","high","S2702","0218","대실","0218","대실","candidate:kric:urban-rail-station:S2702:0218:row-259","candidate:kric:urban-rail-station:S2702:0218:row-259","","candidate:kric:urban-rail-route-stop:S2702:3"
"exact","high","S2702","0219","강창","0219","강창","candidate:kric:urban-rail-station:S2702:0219:row-38","candidate:kric:urban-rail-station:S2702:0219:row-38","","candidate:kric:urban-rail-route-stop:S2702:4"
"exact","high","S2702","0220","계명대","0220","계명대","candidate:kric:urban-rail-station:S2702:0220:row-71","candidate:kric:urban-rail-station:S2702:0220:row-71","","candidate:kric:urban-rail-route-stop:S2702:5"
"exact","medium","S2702","0221","성서공단","0221","성서산업단지","candidate:kric:urban-rail-station:S2702:0221:row-586","candidate:kric:urban-rail-station:S2702:0221:row-586","exact-code-name-mismatch","candidate:kric:urban-rail-route-stop:S2702:6"
"exact","high","S2702","0222","이곡","0222","이곡","candidate:kric:urban-rail-station:S2702:0222:row-861","candidate:kric:urban-rail-station:S2702:0222:row-861","","candidate:kric:urban-rail-route-stop:S2702:7"
"exact","medium","S2702","0223","용산","0223","용산(서부법원․검찰청입구)","candidate:kric:urban-rail-station:S2702:0223:row-815","candidate:kric:urban-rail-station:S2702:0223:row-815","exact-code-name-mismatch","candidate:kric:urban-rail-route-stop:S2702:8"
"exact","high","S2702","0224","죽전","0224","죽전","candidate:kric:urban-rail-station:S2702:0224:row-942","candidate:kric:urban-rail-station:S2702:0224:row-942","","candidate:kric:urban-rail-route-stop:S2702:9"
"exact","high","S2702","0225","감삼","0225","감삼","candidate:kric:urban-rail-station:S2702:0225:row-24","candidate:kric:urban-rail-station:S2702:0225:row-24","","candidate:kric:urban-rail-route-stop:S2702:10"
"exact","high","S2702","0226","두류","0226","두류","candidate:kric:urban-rail-station:S2702:0226:row-329","candidate:kric:urban-rail-station:S2702:0226:row-329","","candidate:kric:urban-rail-route-stop:S2702:11"
"exact","high","S2702","0227","내당","0227","내당","candidate:kric:urban-rail-station:S2702:0227:row-203","candidate:kric:urban-rail-station:S2702:0227:row-203","","candidate:kric:urban-rail-route-stop:S2702:12"
"exact","high","S2702","0228","반고개","0228","반고개","candidate:kric:urban-rail-station:S2702:0228:row-406","candidate:kric:urban-rail-station:S2702:0228:row-406","","candidate:kric:urban-rail-route-stop:S2702:13"
